Date,SDGE,Year,Month,Day,Week_day,Season,Holiday,Non_working,DailyCoolingDegreeDays,DailyHeatingDegreeDays,HourlyDryBulbTemperature
2020-11-20 00:00:00,49992.81145,2020,11,20,Friday,winter,0,working,0,2,59.3
2020-11-21 00:00:00,48065.19209,2020,11,21,Saturday,winter,0,non-working,0,3,58.38297872
2020-11-22 00:00:00,47813.12789,2020,11,22,Sunday,winter,0,non-working,0,3,58.4057971
2020-11-23 00:00:00,51900.33392,2020,11,23,Monday,winter,0,working,0,4,60.84090909
2020-11-24 00:00:00,50468.75196,2020,11,24,Tuesday,winter,0,working,0,4,60.63333333
2020-11-25 00:00:00,50576.69276,2020,11,25,Wednesday,winter,0,working,0,5,60.42105263
2020-11-26 00:00:00,47761.41485,2020,11,26,Thursday,winter,1,non-working,0,5,59.74193548
2020-11-27 00:00:00,47287.11446,2020,11,27,Friday,winter,0,working,0,8,56.82758621
2020-11-28 00:00:00,47334.54445,2020,11,28,Saturday,winter,0,non-working,0,7,57.37931034
2020-11-29 00:00:00,47477.19206,2020,11,29,Sunday,winter,0,non-working,0,6,56.96666667
2020-11-30 00:00:00,52266.59624,2020,11,30,Monday,winter,0,working,0,3.096774194,57.96774194
2020-12-01 00:00:00,52379.54519,2020,12,1,Tuesday,winter,0,working,0,6,58.14285714
2020-12-02 00:00:00,52251.17657,2020,12,2,Wednesday,winter,0,working,0,2,61.13333333
2020-12-03 00:00:00,49484.38102,2020,12,3,Thursday,winter,0,working,0,6,58.55172414
2020-12-04 00:00:00,51086.38089,2020,12,4,Friday,winter,0,working,0,8,55.79310345
2020-12-05 00:00:00,49908.27475,2020,12,5,Saturday,winter,0,non-working,0,9,54.82758621
2020-12-06 00:00:00,48626.21358,2020,12,6,Sunday,winter,0,non-working,0,8,54.93548387
2020-12-07 00:00:00,55463.28298,2020,12,7,Monday,winter,0,working,0,10,56.4137931
2020-12-08 00:00:00,52793.92001,2020,12,8,Tuesday,winter,0,working,2,0,64.06451613
2020-12-09 00:00:00,52719.36183,2020,12,9,Wednesday,winter,0,working,0,3,59
2020-12-10 00:00:00,53570.01184,2020,12,10,Thursday,winter,0,working,0,8,58.6
2020-12-11 00:00:00,52906.81951,2020,12,11,Friday,winter,0,working,0,8,57.38709677
2020-12-12 00:00:00,53846.7462,2020,12,12,Saturday,winter,0,non-working,0,8,56.14285714
2020-12-13 00:00:00,49543.61399,2020,12,13,Sunday,winter,0,non-working,0,7,57.37931034
2020-12-14 00:00:00,54347.60279,2020,12,14,Monday,winter,0,working,0,7,56.48780488
2020-12-15 00:00:00,54823.69521,2020,12,15,Tuesday,winter,0,working,0,6,57.16666667
2020-12-16 00:00:00,55187.88906,2020,12,16,Wednesday,winter,0,working,0,7,56.17241379
2020-12-17 00:00:00,56164.72829,2020,12,17,Thursday,winter,0,working,0,10,57.28947368
2020-12-18 00:00:00,52569.95027,2020,12,18,Friday,winter,0,working,0,6,57.86666667
2020-12-19 00:00:00,51275.57402,2020,12,19,Saturday,winter,0,non-working,0,8,56.4137931
2020-12-20 00:00:00,50449.03907,2020,12,20,Sunday,winter,0,non-working,0,5,58.13793103
2020-12-21 00:00:00,51887.73057,2020,12,21,Monday,winter,0,working,0,2,59.25
2020-12-22 00:00:00,52047.70616,2020,12,22,Tuesday,winter,0,working,0,9,55.19642857
2020-12-23 00:00:00,54009.00914,2020,12,23,Wednesday,winter,0,working,0,7,57.4516129
2020-12-24 00:00:00,54167.93617,2020,12,24,Thursday,winter,0,working,0,4,60
2020-12-25 00:00:00,47392.61601,2020,12,25,Friday,winter,1,non-working,0,5,58.31034483
2020-12-26 00:00:00,47319.37177,2020,12,26,Saturday,winter,0,non-working,0,9,57.29411765
2020-12-27 00:00:00,51038.36087,2020,12,27,Sunday,winter,0,non-working,0,6,59.38235294
2020-12-28 00:00:00,52283.18071,2020,12,28,Monday,winter,0,working,0,7,57.84210526
2020-12-29 00:00:00,51126.25174,2020,12,29,Tuesday,winter,0,working,0,9,56.34482759
2020-12-30 00:00:00,50717.61197,2020,12,30,Wednesday,winter,0,working,0,11,53.06896552
2020-12-31 00:00:00,50846.2842,2020,12,31,Thursday,winter,0,working,0,10.91428571,53.88571429
2021-01-01 00:00:00,46847.23851,2021,1,1,Friday,winter,1,non-working,0,8,54.77419355
2021-01-02 00:00:00,47802.26044,2021,1,2,Saturday,winter,0,non-working,0,10,54.45454545
2021-01-03 00:00:00,46880.83407,2021,1,3,Sunday,winter,0,non-working,0,10,54.41176471
2021-01-04 00:00:00,51768.6155,2021,1,4,Monday,winter,0,working,0,9,55.36842105
2021-01-05 00:00:00,52828.87724,2021,1,5,Tuesday,winter,0,working,0,10,54.75
2021-01-06 00:00:00,52860.05647,2021,1,6,Wednesday,winter,0,working,0,9,53.16666667
2021-01-07 00:00:00,51149.87969,2021,1,7,Thursday,winter,0,working,0,8,54.6
2021-01-08 00:00:00,51059.84377,2021,1,8,Friday,winter,0,working,0,7,52.58823529
2021-01-09 00:00:00,48251.66538,2021,1,9,Saturday,winter,0,non-working,0,10,53.41935484
2021-01-10 00:00:00,47645.98642,2021,1,10,Sunday,winter,0,non-working,0,6,55.83333333
2021-01-11 00:00:00,50990.33201,2021,1,11,Monday,winter,0,working,0,8,56.1
2021-01-12 00:00:00,50957.34984,2021,1,12,Tuesday,winter,0,working,0,7,57.34482759
2021-01-13 00:00:00,51194.95931,2021,1,13,Wednesday,winter,0,working,0,6,58.10344828
2021-01-14 00:00:00,50727.82925,2021,1,14,Thursday,winter,0,working,0,0,64.26666667
2021-01-15 00:00:00,49910.37341,2021,1,15,Friday,winter,0,working,6,0,67.4516129
2021-01-16 00:00:00,45830.10121,2021,1,16,Saturday,winter,0,non-working,0,3,62.03448276
2021-01-17 00:00:00,45110.4553,2021,1,17,Sunday,winter,0,non-working,2,0,63.72413793
2021-01-18 00:00:00,48322.98167,2021,1,18,Monday,winter,1,non-working,0,5,58.57142857
2021-01-19 00:00:00,51897.96801,2021,1,19,Tuesday,winter,0,working,0,0,62.68571429
2021-01-20 00:00:00,51404.71772,2021,1,20,Wednesday,winter,0,working,1,0,67.82758621
2021-01-21 00:00:00,48113.92753,2021,1,21,Thursday,winter,0,working,0,3,62.375
2021-01-22 00:00:00,51299.56408,2021,1,22,Friday,winter,0,working,0,4,59.64102564
2021-01-23 00:00:00,51053.4172,2021,1,23,Saturday,winter,0,non-working,0,11,54.225
2021-01-24 00:00:00,48452.40277,2021,1,24,Sunday,winter,0,non-working,0,11,53.48484848
2021-01-25 00:00:00,56461.76513,2021,1,25,Monday,winter,0,working,0,11,54.42857143
2021-01-26 00:00:00,53550.54221,2021,1,26,Tuesday,winter,0,working,0,12,54.10344828
2021-01-27 00:00:00,52446.92718,2021,1,27,Wednesday,winter,0,working,0,12,53.03448276
2021-01-28 00:00:00,51419.11427,2021,1,28,Thursday,winter,0,working,0,10,56.48484848
2021-01-29 00:00:00,53744.33503,2021,1,29,Friday,winter,0,working,0,9,54.31111111
2021-01-30 00:00:00,47022.16647,2021,1,30,Saturday,winter,0,non-working,0,11,53.44827586
2021-01-31 00:00:00,47816.45997,2021,1,31,Sunday,winter,0,non-working,0,7.733333333,57.3
2021-02-01 00:00:00,52670.88,2021,2,1,Monday,winter,0,working,0,0,62.37931034
2021-02-02 00:00:00,49148.93,2021,2,2,Tuesday,winter,0,working,0,2,61.19354839
2021-02-03 00:00:00,48828.74,2021,2,3,Wednesday,winter,0,working,0,6,57.80851064
2021-02-04 00:00:00,48303.83,2021,2,4,Thursday,winter,0,working,0,7,59.12903226
2021-02-05 00:00:00,48246.46,2021,2,5,Friday,winter,0,working,0,8,57.2
2021-02-06 00:00:00,45096.66,2021,2,6,Saturday,winter,0,non-working,0,7,56.08695652
2021-02-07 00:00:00,43863.17,2021,2,7,Sunday,winter,0,non-working,0,7,54.53658537
2021-02-08 00:00:00,48630.86,2021,2,8,Monday,winter,0,working,0,8,57.13513514
2021-02-09 00:00:00,52196.59,2021,2,9,Tuesday,winter,0,working,0,6,58.25
2021-02-10 00:00:00,50145.71,2021,2,10,Wednesday,winter,0,working,0,7,58.19230769
2021-02-11 00:00:00,49189.25,2021,2,11,Thursday,winter,0,working,0,7,57.68965517
2021-02-12 00:00:00,49926.96,2021,2,12,Friday,winter,0,working,0,6,59.57142857
2021-02-13 00:00:00,47243.99,2021,2,13,Saturday,winter,0,non-working,0,7,57.54761905
2021-02-14 00:00:00,44479.79,2021,2,14,Sunday,winter,0,non-working,0,6,58.15789474
2021-02-15 00:00:00,49637.52,2021,2,15,Monday,winter,1,non-working,0,8,57.23076923
2021-02-16 00:00:00,49251.15,2021,2,16,Tuesday,winter,0,working,0,5,59.18181818
2021-02-17 00:00:00,48347.66,2021,2,17,Wednesday,winter,0,working,0,8,56.31428571
2021-02-18 00:00:00,48883.57,2021,2,18,Thursday,winter,0,working,0,7,57.72413793
2021-02-19 00:00:00,48204.84,2021,2,19,Friday,winter,0,working,0,8,56.72
2021-02-20 00:00:00,44680.87,2021,2,20,Saturday,winter,0,non-working,0,8,56.48387097
2021-02-21 00:00:00,43523.32,2021,2,21,Sunday,winter,0,non-working,0,1,61.92592593
2021-02-22 00:00:00,47851.91,2021,2,22,Monday,winter,0,working,0,3,62.4137931
2021-02-23 00:00:00,47517.37,2021,2,23,Tuesday,winter,0,working,0,4,61.13793103
2021-02-24 00:00:00,47440.35,2021,2,24,Wednesday,winter,0,working,0,6,58.43589744
2021-02-25 00:00:00,47281.31,2021,2,25,Thursday,winter,0,working,0,4,60.71875
2021-02-26 00:00:00,47097.62,2021,2,26,Friday,winter,0,working,0,5,59
2021-02-27 00:00:00,43949.89,2021,2,27,Saturday,winter,0,non-working,0,7,58.64864865
2021-02-28 00:00:00,42008.68,2021,2,28,Sunday,winter,0,non-working,0,3.966666667,59.6
2021-03-01 00:00:00,47374,2021,3,1,Monday,winter,0,working,0,3,59.75
2021-03-02 00:00:00,47966.67,2021,3,2,Tuesday,winter,0,working,0,7,58.65517241
2021-03-03 00:00:00,56099.72,2021,3,3,Wednesday,winter,0,working,0,9,56.75
2021-03-04 00:00:00,47409.65,2021,3,4,Thursday,winter,0,working,0,6,58.19354839
2021-03-05 00:00:00,45765.96,2021,3,5,Friday,winter,0,working,0,6,59
2021-03-06 00:00:00,41978.07,2021,3,6,Saturday,winter,0,non-working,0,5,58.80487805
2021-03-07 00:00:00,44836.07,2021,3,7,Sunday,winter,0,non-working,0,6,58.83333333
2021-03-08 00:00:00,48135.7,2021,3,8,Monday,winter,0,working,0,5,59.94444444
2021-03-09 00:00:00,47674.85,2021,3,9,Tuesday,winter,0,working,0,7,58.02941176
2021-03-10 00:00:00,49652.55,2021,3,10,Wednesday,winter,0,working,0,7,57.29032258
2021-03-11 00:00:00,48222.45,2021,3,11,Thursday,winter,0,working,0,10,54.58064516
2021-03-12 00:00:00,48767.04,2021,3,12,Friday,winter,0,working,0,10,54.51724138
2021-03-13 00:00:00,45563.14,2021,3,13,Saturday,winter,0,non-working,0,7,57.8974359
2021-03-14 00:00:00,42495.23,2021,3,14,Sunday,winter,0,non-working,0,6,58.02777778
2021-03-15 00:00:00,52580.15,2021,3,15,Monday,winter,0,working,0,8,56.54347826
2021-03-16 00:00:00,48645.86,2021,3,16,Tuesday,winter,0,working,0,9,54.96551724
2021-03-17 00:00:00,47956.27,2021,3,17,Wednesday,winter,0,working,0,11,54.82758621
2021-03-18 00:00:00,45874.99,2021,3,18,Thursday,winter,0,working,0,8,57.39393939
2021-03-19 00:00:00,45243.72,2021,3,19,Friday,winter,0,working,0,6,59.37142857
2021-03-20 00:00:00,42217.03,2021,3,20,Saturday,winter,0,non-working,0,5,59.51428571
2021-03-21 00:00:00,40935.18,2021,3,21,Sunday,winter,0,non-working,0,8,58
2021-03-22 00:00:00,45730.4,2021,3,22,Monday,winter,0,working,0,7,58.93939394
2021-03-23 00:00:00,47802.55,2021,3,23,Tuesday,winter,0,working,0,5,59.35897436
2021-03-24 00:00:00,45496.31,2021,3,24,Wednesday,winter,0,working,0,6,58.93548387
2021-03-25 00:00:00,50253.52,2021,3,25,Thursday,winter,0,working,0,6,58.07894737
2021-03-26 00:00:00,46199.05,2021,3,26,Friday,winter,0,working,0,6,57.67741935
2021-03-27 00:00:00,41854.08,2021,3,27,Saturday,winter,0,non-working,0,4,60.72413793
2021-03-28 00:00:00,41654.46,2021,3,28,Sunday,winter,0,non-working,1,0,66.56666667
2021-03-29 00:00:00,45278.83,2021,3,29,Monday,winter,0,working,0,3,61.60606061
2021-03-30 00:00:00,45394.92,2021,3,30,Tuesday,winter,0,working,0,2,60.97142857
2021-03-31 00:00:00,47276.46,2021,3,31,Wednesday,winter,0,working,6.064516129,0,70.83870968
2021-04-01 00:00:00,50042.04,2021,4,1,Thursday,winter,0,working,8,0,70.75757576
2021-04-02 00:00:00,45909.81,2021,4,2,Friday,winter,0,working,0,1,63
2021-04-03 00:00:00,42538.65,2021,4,3,Saturday,winter,0,non-working,0,2,61
2021-04-04 00:00:00,41191.29,2021,4,4,Sunday,winter,0,non-working,0,0,61.73684211
2021-04-05 00:00:00,45232.58,2021,4,5,Monday,winter,0,working,0,2,61.6
2021-04-06 00:00:00,45651.03,2021,4,6,Tuesday,winter,0,working,0,1,62.11764706
2021-04-07 00:00:00,46929.81,2021,4,7,Wednesday,winter,0,working,0,0,62.96875
2021-04-08 00:00:00,45839.73,2021,4,8,Thursday,winter,0,working,0,1,61.85106383
2021-04-09 00:00:00,45411.05,2021,4,9,Friday,winter,0,working,0,0,63
2021-04-10 00:00:00,42411.02,2021,4,10,Saturday,winter,0,non-working,0,0,63.48484848
2021-04-11 00:00:00,41619.18,2021,4,11,Sunday,winter,0,non-working,0,3,62.21621622
2021-04-12 00:00:00,45551.19,2021,4,12,Monday,winter,0,working,0,1,62.58064516
2021-04-13 00:00:00,50838.24,2021,4,13,Tuesday,winter,0,working,0,4,60.23076923
2021-04-14 00:00:00,45115.74,2021,4,14,Wednesday,winter,0,working,0,4,60.05714286
2021-04-15 00:00:00,44056.24,2021,4,15,Thursday,winter,0,working,0,5,60.16666667
2021-04-16 00:00:00,43914.45,2021,4,16,Friday,winter,0,working,0,2,61.875
2021-04-17 00:00:00,40263.8,2021,4,17,Saturday,winter,0,non-working,0,2,62.23333333
2021-04-18 00:00:00,40847.1,2021,4,18,Sunday,winter,0,non-working,6,0,67.65625
2021-04-19 00:00:00,46493.52,2021,4,19,Monday,winter,0,working,2,0,65.48484848
2021-04-20 00:00:00,45001.83,2021,4,20,Tuesday,winter,0,working,0,2,61.63636364
2021-04-21 00:00:00,49309.4,2021,4,21,Wednesday,winter,0,working,0,3,60.8
2021-04-22 00:00:00,51160.92,2021,4,22,Thursday,winter,0,working,0,4,60.42857143
2021-04-23 00:00:00,49363.86,2021,4,23,Friday,winter,0,working,0,4,60.63636364
2021-04-24 00:00:00,42652.09,2021,4,24,Saturday,winter,0,non-working,0,1,62.71428571
2021-04-25 00:00:00,40892.8,2021,4,25,Sunday,winter,0,non-working,0,1,62.16216216
2021-04-26 00:00:00,47818.01,2021,4,26,Monday,winter,0,working,0,3,60.26315789
2021-04-27 00:00:00,44209.14,2021,4,27,Tuesday,winter,0,working,0,4,60.55172414
2021-04-28 00:00:00,44185.16,2021,4,28,Wednesday,winter,0,working,0,3,63.68965517
2021-04-29 00:00:00,47076.9,2021,4,29,Thursday,winter,0,working,3,0,68.86206897
2021-04-30 00:00:00,51000.85,2021,4,30,Friday,winter,0,working,5.823529412,0,69.58823529
2021-05-01 00:00:00,44148.12,2021,5,1,Saturday,winter,0,non-working,0,0,64.05714286
2021-05-02 00:00:00,45051.73,2021,5,2,Sunday,winter,0,non-working,0,2,61.8372093
2021-05-03 00:00:00,46037.58,2021,5,3,Monday,winter,0,working,1,0,65.03125
2021-05-04 00:00:00,47246.34,2021,5,4,Tuesday,winter,0,working,3,0,65.375
2021-05-05 00:00:00,47745.8,2021,5,5,Wednesday,winter,0,working,2,0,64.69444444
2021-05-06 00:00:00,47294.68,2021,5,6,Thursday,winter,0,working,0,0,63.21875
2021-05-07 00:00:00,45271.71,2021,5,7,Friday,winter,0,working,0,0,64.09090909
2021-05-08 00:00:00,42066.12,2021,5,8,Saturday,winter,0,non-working,0,0,64
2021-05-09 00:00:00,42331.61,2021,5,9,Sunday,winter,0,non-working,0,0,63.24242424
2021-05-10 00:00:00,46271.31,2021,5,10,Monday,winter,0,working,0,1,63.54054054
2021-05-11 00:00:00,46187.91,2021,5,11,Tuesday,winter,0,working,0,1,63.48484848
2021-05-12 00:00:00,46995.33,2021,5,12,Wednesday,winter,0,working,1,0,65.38709677
2021-05-13 00:00:00,47439.94,2021,5,13,Thursday,winter,0,working,3,0,66.18181818
2021-05-14 00:00:00,46171.53,2021,5,14,Friday,winter,0,working,2,0,65.24242424
2021-05-15 00:00:00,44272.04,2021,5,15,Saturday,winter,0,non-working,0,0,63.33333333
2021-05-16 00:00:00,44531.67,2021,5,16,Sunday,winter,0,non-working,0,3,61.08888889
2021-05-17 00:00:00,49123.57,2021,5,17,Monday,winter,0,working,0,1,62.91428571
2021-05-18 00:00:00,46850,2021,5,18,Tuesday,winter,0,working,1,0,64.72222222
2021-05-19 00:00:00,46479.23,2021,5,19,Wednesday,winter,0,working,1,0,65.05714286
2021-05-20 00:00:00,46343.98,2021,5,20,Thursday,winter,0,working,0,1,63.4
2021-05-21 00:00:00,43730.4,2021,5,21,Friday,winter,0,working,0,2,61.73529412
2021-05-22 00:00:00,39511.41,2021,5,22,Saturday,winter,0,non-working,0,3,60.97058824
2021-05-23 00:00:00,38976.82,2021,5,23,Sunday,winter,0,non-working,0,3,62.93103448
2021-05-24 00:00:00,46617.41,2021,5,24,Monday,winter,0,working,2,0,65.24242424
2021-05-25 00:00:00,49512.51,2021,5,25,Tuesday,winter,0,working,3,0,66.91176471
2021-05-26 00:00:00,47101.28,2021,5,26,Wednesday,winter,0,working,1,0,65.23076923
2021-05-27 00:00:00,45877.35,2021,5,27,Thursday,winter,0,working,0,0,63.93548387
2021-05-28 00:00:00,46459.78,2021,5,28,Friday,winter,0,working,1,0,64.28125
2021-05-29 00:00:00,43461.06,2021,5,29,Saturday,winter,0,non-working,0,2,62.67741935
2021-05-30 00:00:00,42373.99,2021,5,30,Sunday,winter,0,non-working,0,0,63.125
2021-05-31 00:00:00,44026.71,2021,5,31,Monday,winter,1,non-working,1,0,64.67647059
2021-06-01 00:00:00,48639.76,2021,6,1,Tuesday,summer,0,working,1,0,64.89189189
2021-06-02 00:00:00,49786.76,2021,6,2,Wednesday,summer,0,working,2,0,65.02777778
2021-06-03 00:00:00,48787.42,2021,6,3,Thursday,summer,0,working,0,0,65.05882353
2021-06-04 00:00:00,48306,2021,6,4,Friday,summer,0,working,1,0,65.57142857
2021-06-05 00:00:00,44715.04,2021,6,5,Saturday,summer,0,non-working,2,0,65.55882353
2021-06-06 00:00:00,43010.04,2021,6,6,Sunday,summer,0,non-working,2,0,65.48387097
2021-06-07 00:00:00,50857.97,2021,6,7,Monday,summer,0,working,0,0,64.1025641
2021-06-08 00:00:00,46670.48,2021,6,8,Tuesday,summer,0,working,3,0,65.60606061
2021-06-09 00:00:00,46022.09,2021,6,9,Wednesday,summer,0,working,2,0,65.96875
2021-06-10 00:00:00,45181.4,2021,6,10,Thursday,summer,0,working,0,0,65.51724138
2021-06-11 00:00:00,47332.33,2021,6,11,Friday,summer,0,working,2,0,66.68965517
2021-06-12 00:00:00,45827.84,2021,6,12,Saturday,summer,0,non-working,2,0,67.4
2021-06-13 00:00:00,45075.98,2021,6,13,Sunday,summer,0,non-working,5,0,67.8
2021-06-14 00:00:00,51863.31,2021,6,14,Monday,summer,0,working,4,0,68.02631579
2021-06-15 00:00:00,59829.57,2021,6,15,Tuesday,summer,0,working,11,0,71.88571429
2021-06-16 00:00:00,56922.37,2021,6,16,Wednesday,summer,0,working,4,0,67
2021-06-17 00:00:00,55525.66,2021,6,17,Thursday,summer,0,working,2,0,67.76315789
2021-06-18 00:00:00,55192.94,2021,6,18,Friday,summer,0,working,3,0,67.51351351
2021-06-19 00:00:00,50375.26,2021,6,19,Saturday,summer,0,non-working,5,0,68.22580645
2021-06-20 00:00:00,48303.62,2021,6,20,Sunday,summer,0,non-working,4,0,67.44736842
2021-06-21 00:00:00,51666.21,2021,6,21,Monday,summer,0,working,5,0,68.35294118
2021-06-22 00:00:00,54679.35,2021,6,22,Tuesday,summer,0,working,5,0,68.7027027
2021-06-23 00:00:00,54292.03,2021,6,23,Wednesday,summer,0,working,6,0,68.83333333
2021-06-24 00:00:00,50914.62,2021,6,24,Thursday,summer,0,working,5,0,68.83783784
2021-06-25 00:00:00,51230.79,2021,6,25,Friday,summer,0,working,5,0,68.39473684
2021-06-26 00:00:00,48814.84,2021,6,26,Saturday,summer,0,non-working,5,0,68.38709677
2021-06-27 00:00:00,48598.4,2021,6,27,Sunday,summer,0,non-working,5,0,68
2021-06-28 00:00:00,54053.59,2021,6,28,Monday,summer,0,working,4,0,67.83333333
2021-06-29 00:00:00,54781.99,2021,6,29,Tuesday,summer,0,working,4,0,68.0625
2021-06-30 00:00:00,55007.48,2021,6,30,Wednesday,summer,0,working,5.03030303,0,68.81818182
2021-07-01 00:00:00,55041.14,2021,7,1,Thursday,summer,0,working,6,0,69.78125
2021-07-02 00:00:00,54474.41,2021,7,2,Friday,summer,0,working,6,0,69.72222222
2021-07-03 00:00:00,51049.5,2021,7,3,Saturday,summer,0,non-working,6,0,69.43243243
2021-07-04 00:00:00,47827.51,2021,7,4,Sunday,summer,0,non-working,6,0,69.46875
2021-07-05 00:00:00,51233.14,2021,7,5,Monday,summer,1,non-working,6,0,69.60606061
2021-07-06 00:00:00,53466.97,2021,7,6,Tuesday,summer,0,working,5,0,69.03125
2021-07-07 00:00:00,54619.94,2021,7,7,Wednesday,summer,0,working,5,0,69.38709677
2021-07-08 00:00:00,57857.65,2021,7,8,Thursday,summer,0,working,7,0,70.90322581
2021-07-09 00:00:00,60471.85,2021,7,9,Friday,summer,0,working,8,0,72.58064516
2021-07-10 00:00:00,58680.76,2021,7,10,Saturday,summer,0,non-working,10,0,74
2021-07-11 00:00:00,53750.17,2021,7,11,Sunday,summer,0,non-working,7,0,71.63636364
2021-07-12 00:00:00,57398.74,2021,7,12,Monday,summer,0,working,8,0,71.82352941
2021-07-13 00:00:00,60380.52,2021,7,13,Tuesday,summer,0,working,9,0,72.71428571
2021-07-14 00:00:00,61225.59,2021,7,14,Wednesday,summer,0,working,9,0,72.24242424
2021-07-15 00:00:00,61594,2021,7,15,Thursday,summer,0,working,9,0,72.96875
2021-07-16 00:00:00,60718.39,2021,7,16,Friday,summer,0,working,10,0,72.90909091
2021-07-17 00:00:00,57210.73,2021,7,17,Saturday,summer,0,non-working,10,0,73.83333333
2021-07-18 00:00:00,60386.79,2021,7,18,Sunday,summer,0,non-working,12,0,75.625
2021-07-19 00:00:00,66085.3,2021,7,19,Monday,summer,0,working,12,0,75.62068966
2021-07-20 00:00:00,66020.37,2021,7,20,Tuesday,summer,0,working,13,0,74.65714286
2021-07-21 00:00:00,66649.14,2021,7,21,Wednesday,summer,0,working,11,0,74.27777778
2021-07-22 00:00:00,63673.2,2021,7,22,Thursday,summer,0,working,9,0,72.34782609
2021-07-23 00:00:00,61013.37,2021,7,23,Friday,summer,0,working,9,0,72.21212121
2021-07-24 00:00:00,55942.56,2021,7,24,Saturday,summer,0,non-working,9,0,72.34210526
2021-07-25 00:00:00,54724.46,2021,7,25,Sunday,summer,0,non-working,9,0,72.74285714
2021-07-26 00:00:00,60353.31,2021,7,26,Monday,summer,0,working,8,0,72.15
2021-07-27 00:00:00,61306.38,2021,7,27,Tuesday,summer,0,working,9,0,72.70588235
2021-07-28 00:00:00,62583.83,2021,7,28,Wednesday,summer,0,working,9,0,72
2021-07-29 00:00:00,62446.77,2021,7,29,Thursday,summer,0,working,8,0,71.78378378
2021-07-30 00:00:00,61341.57,2021,7,30,Friday,summer,0,working,7,0,71.02702703
2021-07-31 00:00:00,57095.39,2021,7,31,Saturday,summer,0,non-working,6.024390244,0,68.68292683
2021-08-01 00:00:00,56276.37,2021,8,1,Sunday,summer,0,non-working,7,0,70.225
2021-08-02 00:00:00,64285.83,2021,8,2,Monday,summer,0,working,11,0,72.66666667
2021-08-03 00:00:00,62677.19,2021,8,3,Tuesday,summer,0,working,7,0,70.22857143
2021-08-04 00:00:00,60626.2,2021,8,4,Wednesday,summer,0,working,7,0,70.08333333
2021-08-05 00:00:00,60575.95,2021,8,5,Thursday,summer,0,working,7,0,69.65789474
2021-08-06 00:00:00,56242.29,2021,8,6,Friday,summer,0,working,5,0,68.57446809
2021-08-07 00:00:00,50888.32,2021,8,7,Saturday,summer,0,non-working,5,0,68.93939394
2021-08-08 00:00:00,50119.94,2021,8,8,Sunday,summer,0,non-working,6,0,70.125
2021-08-09 00:00:00,58648.26,2021,8,9,Monday,summer,0,working,8,0,71.25714286
2021-08-10 00:00:00,63100.07,2021,8,10,Tuesday,summer,0,working,10,0,72.66666667
2021-08-11 00:00:00,71335.59,2021,8,11,Wednesday,summer,0,working,11,0,74.8
2021-08-12 00:00:00,71706.33,2021,8,12,Thursday,summer,0,working,12,0,76.5862069
2021-08-13 00:00:00,68123.74,2021,8,13,Friday,summer,0,working,14,0,76.8
2021-08-14 00:00:00,62206.81,2021,8,14,Saturday,summer,0,non-working,12,0,73.81818182
2021-08-15 00:00:00,59643.32,2021,8,15,Sunday,summer,0,non-working,10,0,73.9
2021-08-16 00:00:00,67505.29,2021,8,16,Monday,summer,0,working,10,0,73.91428571
2021-08-17 00:00:00,66890.93,2021,8,17,Tuesday,summer,0,working,10,0,74.14705882
2021-08-18 00:00:00,64925.4,2021,8,18,Wednesday,summer,0,working,11,0,74.71428571
2021-08-19 00:00:00,61934.36,2021,8,19,Thursday,summer,0,working,10,0,73.41666667
2021-08-20 00:00:00,59986.43,2021,8,20,Friday,summer,0,working,9,0,72.63636364
2021-08-21 00:00:00,54067.23,2021,8,21,Saturday,summer,0,non-working,8,0,72.66666667
2021-08-22 00:00:00,52126.81,2021,8,22,Sunday,summer,0,non-working,9,0,72.46875
2021-08-23 00:00:00,57583.38,2021,8,23,Monday,summer,0,working,9,0,72.40625
2021-08-24 00:00:00,57542.77,2021,8,24,Tuesday,summer,0,working,8,0,71.45945946
2021-08-25 00:00:00,62741.73,2021,8,25,Wednesday,summer,0,working,9,0,73.06060606
2021-08-26 00:00:00,68089.65,2021,8,26,Thursday,summer,0,working,11,0,74.46666667
2021-08-27 00:00:00,65860.39,2021,8,27,Friday,summer,0,working,9,0,72.02857143
2021-08-28 00:00:00,58372.46,2021,8,28,Saturday,summer,0,non-working,8,0,71.16666667
2021-08-29 00:00:00,57217.87,2021,8,29,Sunday,summer,0,non-working,8,0,71.52380952
2021-08-30 00:00:00,60893.59,2021,8,30,Monday,summer,0,working,9,0,72.075
2021-08-31 00:00:00,59776.31,2021,8,31,Tuesday,summer,0,working,6.083333333,0,71
2021-09-01 00:00:00,57989.1,2021,9,1,Wednesday,summer,0,working,9,0,72.60606061
2021-09-02 00:00:00,58038.09,2021,9,2,Thursday,summer,0,working,10,0,73.06060606
2021-09-03 00:00:00,57139.1,2021,9,3,Friday,summer,0,working,7,0,71.25714286
2021-09-04 00:00:00,58431.79,2021,9,4,Saturday,summer,0,non-working,10,0,73.6875
2021-09-05 00:00:00,58742.08,2021,9,5,Sunday,summer,0,non-working,8,0,72.75
2021-09-06 00:00:00,60088.39,2021,9,6,Monday,summer,1,non-working,9,0,72.95454545
2021-09-07 00:00:00,64897.86,2021,9,7,Tuesday,summer,0,working,11,0,74.20588235
2021-09-08 00:00:00,66350.97,2021,9,8,Wednesday,summer,0,working,12,0,74
