Date,SDGE,Year,Month,Day,Week_day,Season,Holiday,Non_working,DailyCoolingDegreeDays,DailyHeatingDegreeDays,HourlyDryBulbTemperature
2020-02-06 00:00:00,52440.85917,2020,2,6,Thursday,winter,0,working,0,10,54.89655172
2020-02-07 00:00:00,51029.76107,2020,2,7,Friday,winter,0,working,0,9,56.5
2020-02-08 00:00:00,46638.33137,2020,2,8,Saturday,winter,0,non-working,0,7,59.72727273
2020-02-09 00:00:00,50784.92233,2020,2,9,Sunday,winter,0,non-working,0,7,58.48275862
2020-02-10 00:00:00,53212.34337,2020,2,10,Monday,winter,0,working,0,8,56.20588235
2020-02-11 00:00:00,49998.72924,2020,2,11,Tuesday,winter,0,working,0,6,58.31034483
2020-02-12 00:00:00,50576.85128,2020,2,12,Wednesday,winter,0,working,0,8,56.96551724
2020-02-13 00:00:00,50195.22919,2020,2,13,Thursday,winter,0,working,0,9,56.5862069
2020-02-14 00:00:00,49393.22813,2020,2,14,Friday,winter,0,working,0,7,56.71428571
2020-02-15 00:00:00,45975.71208,2020,2,15,Saturday,winter,0,non-working,0,8,57.44827586
2020-02-16 00:00:00,44736.40299,2020,2,16,Sunday,winter,0,non-working,0,7,57.7027027
2020-02-17 00:00:00,47777.39578,2020,2,17,Monday,winter,1,non-working,0,4,59.88571429
2020-02-18 00:00:00,49983.36139,2020,2,18,Tuesday,winter,0,working,0,3,61.38461538
2020-02-19 00:00:00,49591.69283,2020,2,19,Wednesday,winter,0,working,0,4,61.03225806
2020-02-20 00:00:00,50253.25406,2020,2,20,Thursday,winter,0,working,0,3,59.6
2020-02-21 00:00:00,49081.09396,2020,2,21,Friday,winter,0,working,0,5,60.89473684
2020-02-22 00:00:00,47924.04818,2020,2,22,Saturday,winter,0,non-working,0,4,61.53333333
2020-02-23 00:00:00,45052.81462,2020,2,23,Sunday,winter,0,non-working,0,4,60.83333333
2020-02-24 00:00:00,48759.57274,2020,2,24,Monday,winter,0,working,0,4,59.78787879
2020-02-25 00:00:00,49329.81594,2020,2,25,Tuesday,winter,0,working,0,2,63.06060606
2020-02-26 00:00:00,48583.69149,2020,2,26,Wednesday,winter,0,working,0,1,65.13333333
2020-02-27 00:00:00,51276.57663,2020,2,27,Thursday,winter,0,working,3,0,68.62068966
2020-02-28 00:00:00,51266.71531,2020,2,28,Friday,winter,0,working,6,0,67.20689655
2020-02-29 00:00:00,44013.1362,2020,2,29,Saturday,winter,0,non-working,0,5.027777778,61.5
2020-03-01 00:00:00,45647.2116,2020,3,1,Sunday,winter,0,non-working,0,6,59.39473684
2020-03-02 00:00:00,48108.13758,2020,3,2,Monday,winter,0,working,0,6,58.87096774
2020-03-03 00:00:00,47505.83791,2020,3,3,Tuesday,winter,0,working,0,2,61.56666667
2020-03-04 00:00:00,47219.40202,2020,3,4,Wednesday,winter,0,working,0,3,61.6
2020-03-05 00:00:00,47376.39565,2020,3,5,Thursday,winter,0,working,0,1,62.16666667
2020-03-06 00:00:00,46541.29115,2020,3,6,Friday,winter,0,working,0,1,62
2020-03-07 00:00:00,43621.92245,2020,3,7,Saturday,winter,0,non-working,0,2,61.96774194
2020-03-08 00:00:00,40162.02588,2020,3,8,Sunday,winter,0,non-working,0,3,61.14285714
2020-03-09 00:00:00,48558.74004,2020,3,9,Monday,winter,0,working,0,2,62.5862069
2020-03-10 00:00:00,51986.5988,2020,3,10,Tuesday,winter,0,working,0,0,65.3
2020-03-11 00:00:00,47893.97626,2020,3,11,Wednesday,winter,0,working,1,0,64.4
2020-03-12 00:00:00,52217.1502,2020,3,12,Thursday,winter,0,working,0,2,61.91666667
2020-03-13 00:00:00,52356.08772,2020,3,13,Friday,winter,0,working,0,3,61.45454545
2020-03-14 00:00:00,47454.72238,2020,3,14,Saturday,winter,0,non-working,0,2,61.58823529
2020-03-15 00:00:00,45025.06083,2020,3,15,Sunday,winter,0,non-working,0,4,61.15151515
2020-03-16 00:00:00,49450.58553,2020,3,16,Monday,winter,0,working,0,3,60.81578947
2020-03-17 00:00:00,46438.62585,2020,3,17,Tuesday,winter,0,working,0,6,58.4
2020-03-18 00:00:00,52289.5431,2020,3,18,Wednesday,winter,0,working,0,8,56.39393939
2020-03-19 00:00:00,47899.49927,2020,3,19,Thursday,winter,0,working,0,4,60.35483871
2020-03-20 00:00:00,45721.50381,2020,3,20,Friday,winter,0,working,0,6,59.44827586
2020-03-21 00:00:00,41088.33068,2020,3,21,Saturday,winter,0,non-working,0,4,60.27586207
2020-03-22 00:00:00,41392.76459,2020,3,22,Sunday,winter,0,non-working,0,3,62.71875
2020-03-23 00:00:00,43743.87746,2020,3,23,Monday,winter,0,working,0,3,62.21052632
2020-03-24 00:00:00,43517.18327,2020,3,24,Tuesday,winter,0,working,0,4,60.81818182
2020-03-25 00:00:00,44733.44148,2020,3,25,Wednesday,winter,0,working,0,4,61.37931034
2020-03-26 00:00:00,43973.97453,2020,3,26,Thursday,winter,0,working,0,6,59.03448276
2020-03-27 00:00:00,43151.67205,2020,3,27,Friday,winter,0,working,0,8,56.75757576
2020-03-28 00:00:00,40488.84491,2020,3,28,Saturday,winter,0,non-working,0,7,58.48275862
2020-03-29 00:00:00,39385.6666,2020,3,29,Sunday,winter,0,non-working,0,5,60.62857143
2020-03-30 00:00:00,42440.73884,2020,3,30,Monday,winter,0,working,0,2,62.29411765
2020-03-31 00:00:00,45588.82758,2020,3,31,Tuesday,winter,0,working,0,2.03030303,62.21212121
2020-04-01 00:00:00,42557.83509,2020,4,1,Wednesday,winter,0,working,0,3,61.675
2020-04-02 00:00:00,42719.41384,2020,4,2,Thursday,winter,0,working,0,2,62.08571429
2020-04-03 00:00:00,41718.11984,2020,4,3,Friday,winter,0,working,0,4,61.5
2020-04-04 00:00:00,40351.53207,2020,4,4,Saturday,winter,0,non-working,0,2,62.09375
2020-04-05 00:00:00,42323.36729,2020,4,5,Sunday,winter,0,non-working,0,2,61.94285714
2020-04-06 00:00:00,46984.42859,2020,4,6,Monday,winter,0,working,0,2,60.58
2020-04-07 00:00:00,51670.53001,2020,4,7,Tuesday,winter,0,working,0,4,58.80434783
2020-04-08 00:00:00,44422.14747,2020,4,8,Wednesday,winter,0,working,0,6,57.67647059
2020-04-09 00:00:00,47645.42137,2020,4,9,Thursday,winter,0,working,0,5,58.675
2020-04-10 00:00:00,50220.75368,2020,4,10,Friday,winter,0,working,0,7,57.39705882
2020-04-11 00:00:00,40189.45246,2020,4,11,Saturday,winter,0,non-working,0,6,59.72222222
2020-04-12 00:00:00,43560.26328,2020,4,12,Sunday,winter,0,non-working,0,4,61.63636364
2020-04-13 00:00:00,45483.23323,2020,4,13,Monday,winter,0,working,0,3,60.53488372
2020-04-14 00:00:00,40735.89962,2020,4,14,Tuesday,winter,0,working,0,1,63.25806452
2020-04-15 00:00:00,40760.92353,2020,4,15,Wednesday,winter,0,working,0,0,66
2020-04-16 00:00:00,40390.43509,2020,4,16,Thursday,winter,0,working,0,1,63.375
2020-04-17 00:00:00,42209.31161,2020,4,17,Friday,winter,0,working,0,1,62.89473684
2020-04-18 00:00:00,40733.83867,2020,4,18,Saturday,winter,0,non-working,0,1,63.125
2020-04-19 00:00:00,39640.97886,2020,4,19,Sunday,winter,0,non-working,0,1,62.72727273
2020-04-20 00:00:00,41568.2051,2020,4,20,Monday,winter,0,working,1,0,64.36842105
2020-04-21 00:00:00,41148.13855,2020,4,21,Tuesday,winter,0,working,1,0,64.6875
2020-04-22 00:00:00,40836.27524,2020,4,22,Wednesday,winter,0,working,3,0,67.03448276
2020-04-23 00:00:00,45185.5858,2020,4,23,Thursday,winter,0,working,6,0,70.55172414
2020-04-24 00:00:00,48020.07041,2020,4,24,Friday,winter,0,working,8,0,68.86046512
2020-04-25 00:00:00,46608.93613,2020,4,25,Saturday,winter,0,non-working,8,0,68.49056604
2020-04-26 00:00:00,45308.17074,2020,4,26,Sunday,winter,0,non-working,11,0,68.68181818
2020-04-27 00:00:00,45617.90534,2020,4,27,Monday,winter,0,working,5,0,68.55882353
2020-04-28 00:00:00,44928.63388,2020,4,28,Tuesday,winter,0,working,5,0,67.88888889
2020-04-29 00:00:00,46328.54556,2020,4,29,Wednesday,winter,0,working,3,0,67.02857143
2020-04-30 00:00:00,46114.33503,2020,4,30,Thursday,winter,0,working,4.05,0,67.45
2020-05-01 00:00:00,44080.94724,2020,5,1,Friday,winter,0,working,6,0,68.65714286
2020-05-02 00:00:00,40574.0112,2020,5,2,Saturday,winter,0,non-working,5,0,68.81818182
2020-05-03 00:00:00,40003.85271,2020,5,3,Sunday,winter,0,non-working,4,0,67.65714286
2020-05-04 00:00:00,44939.43013,2020,5,4,Monday,winter,0,working,4,0,68.4375
2020-05-05 00:00:00,49135.94916,2020,5,5,Tuesday,winter,0,working,7,0,71.10344828
2020-05-06 00:00:00,52026.22568,2020,5,6,Wednesday,winter,0,working,9,0,73.27586207
2020-05-07 00:00:00,50426.22029,2020,5,7,Thursday,winter,0,working,5,0,67.29787234
2020-05-08 00:00:00,47425.38816,2020,5,8,Friday,winter,0,working,4,0,68.26086957
2020-05-09 00:00:00,44483.76564,2020,5,9,Saturday,winter,0,non-working,5,0,69.11428571
2020-05-10 00:00:00,43643.55996,2020,5,10,Sunday,winter,0,non-working,4,0,68.46666667
2020-05-11 00:00:00,44340.88814,2020,5,11,Monday,winter,0,working,3,0,67.5
2020-05-12 00:00:00,43264.93187,2020,5,12,Tuesday,winter,0,working,2,0,67.55882353
2020-05-13 00:00:00,43245.09961,2020,5,13,Wednesday,winter,0,working,2,0,66.65714286
2020-05-14 00:00:00,42525.85896,2020,5,14,Thursday,winter,0,working,2,0,68.14285714
2020-05-15 00:00:00,43462.27083,2020,5,15,Friday,winter,0,working,5,0,69.18181818
2020-05-16 00:00:00,42587.80093,2020,5,16,Saturday,winter,0,non-working,4,0,68.71428571
2020-05-17 00:00:00,41213.1378,2020,5,17,Sunday,winter,0,non-working,4,0,68.29411765
2020-05-18 00:00:00,45204.16885,2020,5,18,Monday,winter,0,working,6,0,69.59375
2020-05-19 00:00:00,41920.9042,2020,5,19,Tuesday,winter,0,working,2,0,66.22580645
2020-05-20 00:00:00,41846.31647,2020,5,20,Wednesday,winter,0,working,1,0,65.83870968
2020-05-21 00:00:00,43822.78997,2020,5,21,Thursday,winter,0,working,3,0,67.22857143
2020-05-22 00:00:00,43473.30298,2020,5,22,Friday,winter,0,working,3,0,67.09090909
2020-05-23 00:00:00,39625.63057,2020,5,23,Saturday,winter,0,non-working,2,0,65.90625
2020-05-24 00:00:00,39241.58335,2020,5,24,Sunday,winter,0,non-working,2,0,66.55882353
2020-05-25 00:00:00,43391.1589,2020,5,25,Monday,winter,1,non-working,4,0,67.6
2020-05-26 00:00:00,49989.44256,2020,5,26,Tuesday,winter,0,working,6,0,68.875
2020-05-27 00:00:00,50320.2438,2020,5,27,Wednesday,winter,0,working,5,0,67.36842105
2020-05-28 00:00:00,48749.4493,2020,5,28,Thursday,winter,0,working,4,0,67.51515152
2020-05-29 00:00:00,48541.51597,2020,5,29,Friday,winter,0,working,3,0,66.96875
2020-05-30 00:00:00,42346.77499,2020,5,30,Saturday,winter,0,non-working,4,0,67.93939394
2020-05-31 00:00:00,41285.06664,2020,5,31,Sunday,winter,0,non-working,4,0,67.14285714
2020-06-01 00:00:00,47925.61335,2020,6,1,Monday,summer,0,working,4,0,68.32258065
2020-06-02 00:00:00,49400.91295,2020,6,2,Tuesday,summer,0,working,4,0,68.24242424
2020-06-03 00:00:00,52688.67758,2020,6,3,Wednesday,summer,0,working,8,0,70
2020-06-04 00:00:00,50155.17363,2020,6,4,Thursday,summer,0,working,2,0,66.07692308
2020-06-05 00:00:00,48738.27876,2020,6,5,Friday,summer,0,working,4,0,68.05555556
2020-06-06 00:00:00,44005.2136,2020,6,6,Saturday,summer,0,non-working,3,0,67
2020-06-07 00:00:00,40685.8244,2020,6,7,Sunday,summer,0,non-working,3,0,67.375
2020-06-08 00:00:00,46924.46996,2020,6,8,Monday,summer,0,working,5,0,70.10344828
2020-06-09 00:00:00,54873.83084,2020,6,9,Tuesday,summer,0,working,11,0,77.48275862
2020-06-10 00:00:00,58352.46287,2020,6,10,Wednesday,summer,0,working,11,0,75.4137931
2020-06-11 00:00:00,54715.32945,2020,6,11,Thursday,summer,0,working,4,0,68.53125
2020-06-12 00:00:00,48595.70952,2020,6,12,Friday,summer,0,working,2,0,66.21621622
2020-06-13 00:00:00,44271.29807,2020,6,13,Saturday,summer,0,non-working,3,0,66.65714286
2020-06-14 00:00:00,43632.98313,2020,6,14,Sunday,summer,0,non-working,3,0,67.4
2020-06-15 00:00:00,48842.91773,2020,6,15,Monday,summer,0,working,4,0,67.15151515
2020-06-16 00:00:00,49078.14948,2020,6,16,Tuesday,summer,0,working,3,0,66.33333333
2020-06-17 00:00:00,49086.53934,2020,6,17,Wednesday,summer,0,working,2,0,65.73529412
2020-06-18 00:00:00,47526.37333,2020,6,18,Thursday,summer,0,working,2,0,66.22580645
2020-06-19 00:00:00,48754.63679,2020,6,19,Friday,summer,0,working,4,0,66.93103448
2020-06-20 00:00:00,47210.50611,2020,6,20,Saturday,summer,0,non-working,3,0,66.22580645
2020-06-21 00:00:00,45575.61094,2020,6,21,Sunday,summer,0,non-working,2,0,66.36363636
2020-06-22 00:00:00,50637.15442,2020,6,22,Monday,summer,0,working,3,0,67.44117647
2020-06-23 00:00:00,52444.41797,2020,6,23,Tuesday,summer,0,working,3,0,66.94594595
2020-06-24 00:00:00,51491.36351,2020,6,24,Wednesday,summer,0,working,1,0,65.53125
2020-06-25 00:00:00,50263.8717,2020,6,25,Thursday,summer,0,working,2,0,65.82051282
2020-06-26 00:00:00,50177.63446,2020,6,26,Friday,summer,0,working,4,0,67.87878788
2020-06-27 00:00:00,47175.83499,2020,6,27,Saturday,summer,0,non-working,4,0,67.93939394
2020-06-28 00:00:00,45903.63935,2020,6,28,Sunday,summer,0,non-working,3,0,66.72727273
2020-06-29 00:00:00,47941.28074,2020,6,29,Monday,summer,0,working,1,0,64.5
2020-06-30 00:00:00,47720.7254,2020,6,30,Tuesday,summer,0,working,3,0,68.20588235
2020-07-01 00:00:00,49917.10125,2020,7,1,Wednesday,summer,0,working,3,0,67.38709677
2020-07-02 00:00:00,49033.24631,2020,7,2,Thursday,summer,0,working,4,0,67.65625
2020-07-03 00:00:00,48619.22494,2020,7,3,Friday,summer,1,non-working,5,0,68.36363636
2020-07-04 00:00:00,49387.79281,2020,7,4,Saturday,summer,0,non-working,6,0,70.43333333
2020-07-05 00:00:00,52467.47991,2020,7,5,Sunday,summer,0,non-working,8,0,72.10344828
2020-07-06 00:00:00,57357.6504,2020,7,6,Monday,summer,0,working,7,0,69.575
2020-07-07 00:00:00,56737.35884,2020,7,7,Tuesday,summer,0,working,6,0,70
2020-07-08 00:00:00,53245.00012,2020,7,8,Wednesday,summer,0,working,5,0,68.1875
2020-07-09 00:00:00,53104.34102,2020,7,9,Thursday,summer,0,working,5,0,68.77419355
2020-07-10 00:00:00,58862.14488,2020,7,10,Friday,summer,0,working,8,0,72.22580645
2020-07-11 00:00:00,62215.01046,2020,7,11,Saturday,summer,0,non-working,10,0,73.9375
2020-07-12 00:00:00,61663.01933,2020,7,12,Sunday,summer,0,non-working,12,0,75.09375
2020-07-13 00:00:00,62843.71968,2020,7,13,Monday,summer,0,working,9,0,71.55555556
2020-07-14 00:00:00,57406.29822,2020,7,14,Tuesday,summer,0,working,6,0,70.77419355
2020-07-15 00:00:00,54657.18001,2020,7,15,Wednesday,summer,0,working,6,0,70.87878788
2020-07-16 00:00:00,53932.69381,2020,7,16,Thursday,summer,0,working,7,0,71
2020-07-17 00:00:00,54820.20996,2020,7,17,Friday,summer,0,working,8,0,71.83870968
2020-07-18 00:00:00,52254.37919,2020,7,18,Saturday,summer,0,non-working,8,0,71.41666667
2020-07-19 00:00:00,50726.30408,2020,7,19,Sunday,summer,0,non-working,7,0,69.5
2020-07-20 00:00:00,52716.61565,2020,7,20,Monday,summer,0,working,5,0,69.15625
2020-07-21 00:00:00,54042.58791,2020,7,21,Tuesday,summer,0,working,5,0,69.0625
2020-07-22 00:00:00,53352.23534,2020,7,22,Wednesday,summer,0,working,5,0,68.3030303
2020-07-23 00:00:00,50929.17477,2020,7,23,Thursday,summer,0,working,4,0,67.77419355
2020-07-24 00:00:00,50650.51854,2020,7,24,Friday,summer,0,working,6,0,69.42424242
2020-07-25 00:00:00,49519.94628,2020,7,25,Saturday,summer,0,non-working,7,0,70.125
2020-07-26 00:00:00,49768.9173,2020,7,26,Sunday,summer,0,non-working,6,0,69.89189189
2020-07-27 00:00:00,55378.63254,2020,7,27,Monday,summer,0,working,6,0,68.67567568
2020-07-28 00:00:00,52845.51027,2020,7,28,Tuesday,summer,0,working,4,0,67.52941176
2020-07-29 00:00:00,54274.77106,2020,7,29,Wednesday,summer,0,working,4,0,67.25714286
2020-07-30 00:00:00,58253.16228,2020,7,30,Thursday,summer,0,working,5,0,68.90625
2020-07-31 00:00:00,63536.74156,2020,7,31,Friday,summer,0,working,6.833333333,0,71.2
2020-08-01 00:00:00,57388.64316,2020,8,1,Saturday,summer,0,non-working,2,0,67.40425532
2020-08-02 00:00:00,53770.97096,2020,8,2,Sunday,summer,0,non-working,2,0,66.47619048
2020-08-03 00:00:00,57737.59648,2020,8,3,Monday,summer,0,working,3,0,67.58139535
2020-08-04 00:00:00,55201.36399,2020,8,4,Tuesday,summer,0,working,3,0,66.875
2020-08-05 00:00:00,53329.19528,2020,8,5,Wednesday,summer,0,working,4,0,67.87096774
2020-08-06 00:00:00,52130.86002,2020,8,6,Thursday,summer,0,working,4,0,68.06451613
2020-08-07 00:00:00,51423.76071,2020,8,7,Friday,summer,0,working,5,0,68.5
2020-08-08 00:00:00,50021.78979,2020,8,8,Saturday,summer,0,non-working,5,0,68.58333333
2020-08-09 00:00:00,49738.18966,2020,8,9,Sunday,summer,0,non-working,6,0,69.125
2020-08-10 00:00:00,55168.82353,2020,8,10,Monday,summer,0,working,5,0,68.4516129
2020-08-11 00:00:00,54924.41671,2020,8,11,Tuesday,summer,0,working,5,0,68.375
2020-08-12 00:00:00,57806.28696,2020,8,12,Wednesday,summer,0,working,5,0,68.75
2020-08-13 00:00:00,66238.35293,2020,8,13,Thursday,summer,0,working,12,0,74.65517241
2020-08-14 00:00:00,69911.2118,2020,8,14,Friday,summer,0,working,13,0,76.27586207
2020-08-15 00:00:00,70568.77186,2020,8,15,Saturday,summer,0,non-working,14,0,77.37931034
2020-08-16 00:00:00,66984.15299,2020,8,16,Sunday,summer,0,non-working,10,0,74.27777778
2020-08-17 00:00:00,72007.49362,2020,8,17,Monday,summer,0,working,12,0,74.8
2020-08-18 00:00:00,75550.85406,2020,8,18,Tuesday,summer,0,working,13,0,76.33333333
2020-08-19 00:00:00,75110.31157,2020,8,19,Wednesday,summer,0,working,12,0,75.83333333
2020-08-20 00:00:00,73781.43702,2020,8,20,Thursday,summer,0,working,14,0,75.33333333
2020-08-21 00:00:00,74379.38235,2020,8,21,Friday,summer,0,working,13,0,76.93548387
2020-08-22 00:00:00,74293.47885,2020,8,22,Saturday,summer,0,non-working,17,0,79.44827586
2020-08-23 00:00:00,73254.64601,2020,8,23,Sunday,summer,0,non-working,15,0,78.74193548
2020-08-24 00:00:00,75947.10754,2020,8,24,Monday,summer,0,working,13,0,76.17948718
2020-08-25 00:00:00,71339.01197,2020,8,25,Tuesday,summer,0,working,12,0,75.60606061
2020-08-26 00:00:00,69251.1748,2020,8,26,Wednesday,summer,0,working,10,0,73.5
2020-08-27 00:00:00,70099.49266,2020,8,27,Thursday,summer,0,working,11,0,74.11764706
2020-08-28 00:00:00,65742.04694,2020,8,28,Friday,summer,0,working,9,0,72
2020-08-29 00:00:00,55756.44784,2020,8,29,Saturday,summer,0,non-working,8,0,70.76470588
2020-08-30 00:00:00,52251.50806,2020,8,30,Sunday,summer,0,non-working,7,0,70.93548387
2020-08-31 00:00:00,57101.04913,2020,8,31,Monday,summer,0,working,7.03125,0,70.875
2020-09-01 00:00:00,57793.66081,2020,9,1,Tuesday,summer,0,working,8,0,71.86666667
2020-09-02 00:00:00,57611.53303,2020,9,2,Wednesday,summer,0,working,7,0,71.2972973
2020-09-03 00:00:00,62093.50867,2020,9,3,Thursday,summer,0,working,9,0,72.09677419
2020-09-04 00:00:00,67678.37911,2020,9,4,Friday,summer,0,working,10,0,73.32352941
2020-09-05 00:00:00,75882.51534,2020,9,5,Saturday,summer,0,non-working,16,0,79.82758621
2020-09-06 00:00:00,80187.13261,2020,9,6,Sunday,summer,0,non-working,21,0,80.83333333
2020-09-07 00:00:00,67647.10937,2020,9,7,Monday,summer,1,non-working,7,0,72.07843137
2020-09-08 00:00:00,65200.32748,2020,9,8,Tuesday,summer,0,working,10,0,73.77142857
2020-09-09 00:00:00,62139.90813,2020,9,9,Wednesday,summer,0,working,9,0,73.27586207
2020-09-10 00:00:00,59575.74209,2020,9,10,Thursday,summer,0,working,7,0,70.91428571
2020-09-11 00:00:00,58144.32996,2020,9,11,Friday,summer,0,working,8,0,71.43333333
2020-09-12 00:00:00,54980.32044,2020,9,12,Saturday,summer,0,non-working,6,0,71
2020-09-13 00:00:00,54225.64464,2020,9,13,Sunday,summer,0,non-working,7,0,70.74193548
2020-09-14 00:00:00,60934.06735,2020,9,14,Monday,summer,0,working,8,0,70.75675676
2020-09-15 00:00:00,63125.62348,2020,9,15,Tuesday,summer,0,working,7,0,73.48275862
2020-09-16 00:00:00,64510.66595,2020,9,16,Wednesday,summer,0,working,11,0,74.82758621
2020-09-17 00:00:00,66726.98228,2020,9,17,Thursday,summer,0,working,10,0,76.17241379
2020-09-18 00:00:00,69149.84447,2020,9,18,Friday,summer,0,working,13,0,76.44827586
2020-09-19 00:00:00,62077.48783,2020,9,19,Saturday,summer,0,non-working,9,0,73.13793103
2020-09-20 00:00:00,56753.83226,2020,9,20,Sunday,summer,0,non-working,8,0,71.46875
2020-09-21 00:00:00,59524.7454,2020,9,21,Monday,summer,0,working,8,0,70.61764706
2020-09-22 00:00:00,60265.14484,2020,9,22,Tuesday,summer,0,working,9,0,71.36666667
2020-09-23 00:00:00,61272.35967,2020,9,23,Wednesday,summer,0,working,8,0,70.8974359
2020-09-24 00:00:00,61322.61114,2020,9,24,Thursday,summer,0,working,9,0,72
2020-09-25 00:00:00,58340.78299,2020,9,25,Friday,summer,0,working,7,0,69.94594595
2020-09-26 00:00:00,53613.47087,2020,9,26,Saturday,summer,0,non-working,7,0,70.36363636
2020-09-27 00:00:00,52676.35538,2020,9,27,Sunday,summer,0,non-working,5,0,70.14285714
2020-09-28 00:00:00,61380.12203,2020,9,28,Monday,summer,0,working,7,0,71.15625
2020-09-29 00:00:00,67246.03156,2020,9,29,Tuesday,summer,0,working,14,0,73.6969697
2020-09-30 00:00:00,74381.06388,2020,9,30,Wednesday,summer,0,working,17,0,79.16666667
2020-10-01 00:00:00,73738.48965,2020,10,1,Thursday,summer,0,working,17,0,80.03448276
2020-10-02 00:00:00,71679.4379,2020,10,2,Friday,summer,0,working,14,0,75.34090909
2020-10-03 00:00:00,63388.28462,2020,10,3,Saturday,summer,0,non-working,10,0,72.86111111
2020-10-04 00:00:00,61241.05912,2020,10,4,Sunday,summer,0,non-working,10,0,75.13793103
2020-10-05 00:00:00,66960.21495,2020,10,5,Monday,summer,0,working,11,0,74.48275862
2020-10-06 00:00:00,62944.80329,2020,10,6,Tuesday,summer,0,working,9,0,70.35416667
2020-10-07 00:00:00,60335.50643,2020,10,7,Wednesday,summer,0,working,8,0,71.1
2020-10-08 00:00:00,56927.24108,2020,10,8,Thursday,summer,0,working,5,0,70.66666667
2020-10-09 00:00:00,55530.07441,2020,10,9,Friday,summer,0,working,7,0,71.6
2020-10-10 00:00:00,52060.86532,2020,10,10,Saturday,summer,0,non-working,7,0,71.45454545
2020-10-11 00:00:00,50683.89959,2020,10,11,Sunday,summer,0,non-working,7,0,70.84375
2020-10-12 00:00:00,61609.99005,2020,10,12,Monday,summer,1,non-working,9,0,73.89655172
2020-10-13 00:00:00,66031.81549,2020,10,13,Tuesday,summer,0,working,12,0,76.51724138
2020-10-14 00:00:00,63689.85431,2020,10,14,Wednesday,summer,0,working,10,0,73.61764706
2020-10-15 00:00:00,65041.10892,2020,10,15,Thursday,summer,0,working,10,0,72.14705882
2020-10-16 00:00:00,64268.98772,2020,10,16,Friday,summer,0,working,9,0,69.5
2020-10-17 00:00:00,56964.28843,2020,10,17,Saturday,summer,0,non-working,5,0,69.04444444
2020-10-18 00:00:00,54543.3359,2020,10,18,Sunday,summer,0,non-working,8,0,68.94230769
2020-10-19 00:00:00,58158.90861,2020,10,19,Monday,summer,0,working,6,0,70.63636364
2020-10-20 00:00:00,55963.31392,2020,10,20,Tuesday,summer,0,working,6,0,70.08571429
2020-10-21 00:00:00,55833.84231,2020,10,21,Wednesday,summer,0,working,6,0,69.74193548
2020-10-22 00:00:00,54672.28089,2020,10,22,Thursday,summer,0,working,6,0,70.125
2020-10-23 00:00:00,54357.09168,2020,10,23,Friday,summer,0,working,7,0,70.64516129
2020-10-24 00:00:00,51426.88578,2020,10,24,Saturday,summer,0,non-working,7,0,70.39473684
2020-10-25 00:00:00,50053.0702,2020,10,25,Sunday,summer,0,non-working,3,0,68.15625
2020-10-26 00:00:00,49490.95235,2020,10,26,Monday,summer,0,working,0,0,65.48275862
2020-10-27 00:00:00,48108.09754,2020,10,27,Tuesday,summer,0,working,0,1,63.93103448
2020-10-28 00:00:00,49566.18912,2020,10,28,Wednesday,summer,0,working,0,1,64.55172414
2020-10-29 00:00:00,50953.36896,2020,10,29,Thursday,summer,0,working,1,0,65.51724138
2020-10-30 00:00:00,50775.20429,2020,10,30,Friday,summer,0,working,1,0,65.48387097
2020-10-31 00:00:00,47653.29758,2020,10,31,Saturday,summer,0,non-working,2.111111111,0,63.77777778
2020-11-01 00:00:00,50249.17109,2020,11,1,Sunday,winter,0,non-working,7,0,67.93103448
2020-11-02 00:00:00,52697.0643,2020,11,2,Monday,winter,0,working,3,0,65.04545455
2020-11-03 00:00:00,52496.15374,2020,11,3,Tuesday,winter,0,working,3,0,65.84782609
2020-11-04 00:00:00,52988.66457,2020,11,4,Wednesday,winter,0,working,3,0,65.06382979
2020-11-05 00:00:00,55993.47312,2020,11,5,Thursday,winter,0,working,9,0,71.31034483
2020-11-06 00:00:00,52591.81081,2020,11,6,Friday,winter,0,working,3,0,67.25454545
2020-11-07 00:00:00,47565.87168,2020,11,7,Saturday,winter,0,non-working,0,3,62.4137931
2020-11-08 00:00:00,48123.6227,2020,11,8,Sunday,winter,0,non-working,0,4,60.24242424
2020-11-09 00:00:00,49834.31169,2020,11,9,Monday,winter,0,working,0,6,57.4137931
2020-11-10 00:00:00,49841.68349,2020,11,10,Tuesday,winter,0,working,0,8,56.93103448
2020-11-11 00:00:00,49858.97598,2020,11,11,Wednesday,winter,1,non-working,0,8,57.68965517
2020-11-12 00:00:00,49976.43263,2020,11,12,Thursday,winter,0,working,0,6,58.51724138
2020-11-13 00:00:00,49839.40531,2020,11,13,Friday,winter,0,working,0,6,59.625
2020-11-14 00:00:00,46652.3017,2020,11,14,Saturday,winter,0,non-working,0,2,62.35294118
2020-11-15 00:00:00,45902.25616,2020,11,15,Sunday,winter,0,non-working,0,0,64.96666667
2020-11-16 00:00:00,51173.3915,2020,11,16,Monday,winter,0,working,7,0,66.10344828
2020-11-17 00:00:00,50667.81495,2020,11,17,Tuesday,winter,0,working,1,0,63.47222222
2020-11-18 00:00:00,49963.42608,2020,11,18,Wednesday,winter,0,working,0,3,58.69354839
2020-11-19 00:00:00,50059.28798,2020,11,19,Thursday,winter,0,working,0,3,60.87179487
