Date,SDGE,Year,Dates,Month,Day,Week_day,Season,Holiday,Non_working
2019-12-02,53233.52551133897,2019,2019-12-02,12,2,Monday,winter,0,working
2019-12-03,54975.34351033529,2019,2019-12-03,12,3,Tuesday,winter,0,working
2019-12-04,56656.96248996311,2019,2019-12-04,12,4,Wednesday,winter,0,working
2019-12-05,52586.06852511936,2019,2019-12-05,12,5,Thursday,winter,0,working
2019-12-06,53790.34611979166,2019,2019-12-06,12,6,Friday,winter,0,working
2019-12-07,52958.32468207466,2019,2019-12-07,12,7,Saturday,winter,0,non-working
2019-12-08,51341.09149088542,2019,2019-12-08,12,8,Sunday,winter,0,non-working
2019-12-09,52910.47461303711,2019,2019-12-09,12,9,Monday,winter,0,working
2019-12-10,53918.622172774216,2019,2019-12-10,12,10,Tuesday,winter,0,working
2019-12-11,53645.75820642638,2019,2019-12-11,12,11,Wednesday,winter,0,working
2019-12-12,53316.214332765856,2019,2019-12-12,12,12,Thursday,winter,0,working
2019-12-13,52293.02592450553,2019,2019-12-13,12,13,Friday,winter,0,working
2019-12-14,50601.71027719937,2019,2019-12-14,12,14,Saturday,winter,0,non-working
2019-12-15,48324.93079888238,2019,2019-12-15,12,15,Sunday,winter,0,non-working
2019-12-16,54398.26940877279,2019,2019-12-16,12,16,Monday,winter,0,working
2019-12-17,55004.81510211686,2019,2019-12-17,12,17,Tuesday,winter,0,working
2019-12-18,56967.87242205982,2019,2019-12-18,12,18,Wednesday,winter,0,working
2019-12-19,56116.2491539171,2019,2019-12-19,12,19,Thursday,winter,0,working
2019-12-20,54499.10259426541,2019,2019-12-20,12,20,Friday,winter,0,working
2019-12-21,51311.67148387927,2019,2019-12-21,12,21,Saturday,winter,0,non-working
2019-12-22,52078.02340131944,2019,2019-12-22,12,22,Sunday,winter,0,non-working
2019-12-23,57930.359141797235,2019,2019-12-23,12,23,Monday,winter,0,working
2019-12-24,51516.51073301333,2019,2019-12-24,12,24,Tuesday,winter,0,working
2019-12-25,48162.934693370196,2019,2019-12-25,12,25,Wednesday,winter,1,non-working
2019-12-26,54649.091737603085,2019,2019-12-26,12,26,Thursday,winter,0,working
2019-12-27,52629.12839576191,2019,2019-12-27,12,27,Friday,winter,0,working
2019-12-28,50569.54330585147,2019,2019-12-28,12,28,Saturday,winter,0,non-working
2019-12-29,50166.74671739148,2019,2019-12-29,12,29,Sunday,winter,0,non-working
2019-12-30,55395.67024560872,2019,2019-12-30,12,30,Monday,winter,0,working
2019-12-31,51022.3666325332,2019,2019-12-31,12,31,Tuesday,winter,0,working
2020-01-01,47201.73454047309,2020,2020-01-01,1,1,Wednesday,winter,1,non-working
2020-01-02,51135.77451519247,2020,2020-01-02,1,2,Thursday,winter,0,working
2020-01-03,50698.47968291868,2020,2020-01-03,1,3,Friday,winter,0,working
2020-01-04,47675.08836969238,2020,2020-01-04,1,4,Saturday,winter,0,non-working
2020-01-05,47043.01484630455,2020,2020-01-05,1,5,Sunday,winter,0,non-working
2020-01-06,51959.13128571077,2020,2020-01-06,1,6,Monday,winter,0,working
2020-01-07,51881.10184022527,2020,2020-01-07,1,7,Tuesday,winter,0,working
2020-01-08,53688.12690302376,2020,2020-01-08,1,8,Wednesday,winter,0,working
2020-01-09,54684.38492974175,2020,2020-01-09,1,9,Thursday,winter,0,working
2020-01-10,52768.87608986527,2020,2020-01-10,1,10,Friday,winter,0,working
2020-01-11,49520.59183566623,2020,2020-01-11,1,11,Saturday,winter,0,non-working
2020-01-12,48007.81386705187,2020,2020-01-12,1,12,Sunday,winter,0,non-working
2020-01-13,52488.81933865017,2020,2020-01-13,1,13,Monday,winter,0,working
2020-01-14,53038.55852287628,2020,2020-01-14,1,14,Tuesday,winter,0,working
2020-01-15,53221.57007189307,2020,2020-01-15,1,15,Wednesday,winter,0,working
2020-01-16,53766.50392037127,2020,2020-01-16,1,16,Thursday,winter,0,working
2020-01-17,53109.002137845506,2020,2020-01-17,1,17,Friday,winter,0,working
2020-01-18,47563.43943942501,2020,2020-01-18,1,18,Saturday,winter,0,non-working
2020-01-19,47156.147233602,2020,2020-01-19,1,19,Sunday,winter,0,non-working
2020-01-20,53793.28468284002,2020,2020-01-20,1,20,Monday,winter,1,non-working
2020-01-21,54757.48758430299,2020,2020-01-21,1,21,Tuesday,winter,0,working
2020-01-22,51576.46620185004,2020,2020-01-22,1,22,Wednesday,winter,0,working
2020-01-23,50912.14451395771,2020,2020-01-23,1,23,Thursday,winter,0,working
2020-01-24,50130.03761511941,2020,2020-01-24,1,24,Friday,winter,0,working
2020-01-25,46517.07776982911,2020,2020-01-25,1,25,Saturday,winter,0,non-working
2020-01-26,48259.05203544311,2020,2020-01-26,1,26,Sunday,winter,0,non-working
2020-01-27,50563.74919298175,2020,2020-01-27,1,27,Monday,winter,0,working
2020-01-28,50813.32079006619,2020,2020-01-28,1,28,Tuesday,winter,0,working
2020-01-29,50713.312766131276,2020,2020-01-29,1,29,Wednesday,winter,0,working
2020-01-30,51232.76017279731,2020,2020-01-30,1,30,Thursday,winter,0,working
2020-01-31,50747.078111979165,2020,2020-01-31,1,31,Friday,winter,0,working
2020-02-01,46765.62128788949,2020,2020-02-01,2,1,Saturday,winter,0,non-working
2020-02-02,45193.08584160698,2020,2020-02-02,2,2,Sunday,winter,0,non-working
2020-02-03,50486.30977571703,2020,2020-02-03,2,3,Monday,winter,0,working
2020-02-04,52208.85001885308,2020,2020-02-04,2,4,Tuesday,winter,0,working
2020-02-05,54487.23122816298,2020,2020-02-05,2,5,Wednesday,winter,0,working
2020-02-06,52440.859170328775,2020,2020-02-06,2,6,Thursday,winter,0,working
2020-02-07,51029.76106514524,2020,2020-02-07,2,7,Friday,winter,0,working
2020-02-08,46638.331369216,2020,2020-02-08,2,8,Saturday,winter,0,non-working
2020-02-09,50784.92232903375,2020,2020-02-09,2,9,Sunday,winter,0,non-working
2020-02-10,53212.34336940928,2020,2020-02-10,2,10,Monday,winter,0,working
2020-02-11,49998.729238823784,2020,2020-02-11,2,11,Tuesday,winter,0,working
2020-02-12,50576.851279431256,2020,2020-02-12,2,12,Wednesday,winter,0,working
2020-02-13,50195.229193733205,2020,2020-02-13,2,13,Thursday,winter,0,working
2020-02-14,49393.22812825521,2020,2020-02-14,2,14,Friday,winter,0,working
2020-02-15,45975.71207600912,2020,2020-02-15,2,15,Saturday,winter,0,non-working
2020-02-16,44736.40299058703,2020,2020-02-16,2,16,Sunday,winter,0,non-working
2020-02-17,47777.39578098776,2020,2020-02-17,2,17,Monday,winter,1,non-working
2020-02-18,49983.361389449834,2020,2020-02-18,2,18,Tuesday,winter,0,working
2020-02-19,49591.69283119215,2020,2020-02-19,2,19,Wednesday,winter,0,working
2020-02-20,50253.25406219576,2020,2020-02-20,2,20,Thursday,winter,0,working
2020-02-21,49081.093958926416,2020,2020-02-21,2,21,Friday,winter,0,working
2020-02-22,47924.04818039715,2020,2020-02-22,2,22,Saturday,winter,0,non-working
2020-02-23,45052.81461673185,2020,2020-02-23,2,23,Sunday,winter,0,non-working
2020-02-24,48759.57274040156,2020,2020-02-24,2,24,Monday,winter,0,working
2020-02-25,49329.81593745912,2020,2020-02-25,2,25,Tuesday,winter,0,working
2020-02-26,48583.69149390691,2020,2020-02-26,2,26,Wednesday,winter,0,working
2020-02-27,51276.57662956242,2020,2020-02-27,2,27,Thursday,winter,0,working
2020-02-28,51266.715313971115,2020,2020-02-28,2,28,Friday,winter,0,working
2020-02-29,44013.136203300746,2020,2020-02-29,2,29,Saturday,winter,0,non-working
2020-03-01,45647.21159876914,2020,2020-03-01,3,1,Sunday,winter,0,non-working
2020-03-02,48108.137583493815,2020,2020-03-02,3,2,Monday,winter,0,working
2020-03-03,47505.83790757921,2020,2020-03-03,3,3,Tuesday,winter,0,working
2020-03-04,47219.402021348746,2020,2020-03-04,3,4,Wednesday,winter,0,working
2020-03-05,47376.395646089295,2020,2020-03-05,3,5,Thursday,winter,0,working
2020-03-06,46541.29114759657,2020,2020-03-06,3,6,Friday,winter,0,working
2020-03-07,43621.9224538769,2020,2020-03-07,3,7,Saturday,winter,0,non-working
2020-03-08,40162.02588333572,2020,2020-03-08,3,8,Sunday,winter,0,non-working
2020-03-09,48558.74004299588,2020,2020-03-09,3,9,Monday,winter,0,working
2020-03-10,51986.59880452474,2020,2020-03-10,3,10,Tuesday,winter,0,working
2020-03-11,47893.97625800238,2020,2020-03-11,3,11,Wednesday,winter,0,working
2020-03-12,52217.15019639757,2020,2020-03-12,3,12,Thursday,winter,0,working
2020-03-13,52356.08771578007,2020,2020-03-13,3,13,Friday,winter,0,working
2020-03-14,47454.7223765824,2020,2020-03-14,3,14,Saturday,winter,0,non-working
2020-03-15,45025.06082652338,2020,2020-03-15,3,15,Sunday,winter,0,non-working
2020-03-16,49450.58552680122,2020,2020-03-16,3,16,Monday,winter,0,working
2020-03-17,46438.62585300022,2020,2020-03-17,3,17,Tuesday,winter,0,working
2020-03-18,52289.54310343425,2020,2020-03-18,3,18,Wednesday,winter,0,working
2020-03-19,47899.49927364012,2020,2020-03-19,3,19,Thursday,winter,0,working
2020-03-20,45721.5038097085,2020,2020-03-20,3,20,Friday,winter,0,working
2020-03-21,41088.330681660984,2020,2020-03-21,3,21,Saturday,winter,0,non-working
2020-03-22,41392.76459149579,2020,2020-03-22,3,22,Sunday,winter,0,non-working
2020-03-23,43743.87745659723,2020,2020-03-23,3,23,Monday,winter,0,working
2020-03-24,43517.18327392578,2020,2020-03-24,3,24,Tuesday,winter,0,working
2020-03-25,44733.44148393766,2020,2020-03-25,3,25,Wednesday,winter,0,working
2020-03-26,43973.97453379024,2020,2020-03-26,3,26,Thursday,winter,0,working
2020-03-27,43151.672049018016,2020,2020-03-27,3,27,Friday,winter,0,working
2020-03-28,40488.844913872614,2020,2020-03-28,3,28,Saturday,winter,0,non-working
2020-03-29,39385.666595710834,2020,2020-03-29,3,29,Sunday,winter,0,non-working
2020-03-30,42440.73883802626,2020,2020-03-30,3,30,Monday,winter,0,working
2020-03-31,45588.82757789096,2020,2020-03-31,3,31,Tuesday,winter,0,working
2020-04-01,42557.83509331597,2020,2020-04-01,4,1,Wednesday,winter,0,working
2020-04-02,42719.41383951823,2020,2020-04-02,4,2,Thursday,winter,0,working
2020-04-03,41718.119836108155,2020,2020-04-03,4,3,Friday,winter,0,working
2020-04-04,40351.532065366926,2020,2020-04-04,4,4,Saturday,winter,0,non-working
2020-04-05,42323.367290863534,2020,2020-04-05,4,5,Sunday,winter,0,non-working
2020-04-06,46984.428593313525,2020,2020-04-06,4,6,Monday,winter,0,working
2020-04-07,51670.5300139058,2020,2020-04-07,4,7,Tuesday,winter,0,working
2020-04-08,44422.14746694469,2020,2020-04-08,4,8,Wednesday,winter,0,working
2020-04-09,47645.42137342665,2020,2020-04-09,4,9,Thursday,winter,0,working
2020-04-10,50220.75368074835,2020,2020-04-10,4,10,Friday,winter,0,working
2020-04-11,40189.45246243874,2020,2020-04-11,4,11,Saturday,winter,0,non-working
2020-04-12,43560.26327764649,2020,2020-04-12,4,12,Sunday,winter,0,non-working
2020-04-13,45483.233234769934,2020,2020-04-13,4,13,Monday,winter,0,working
2020-04-14,40735.89962239651,2020,2020-04-14,4,14,Tuesday,winter,0,working
2020-04-15,40760.92353081684,2020,2020-04-15,4,15,Wednesday,winter,0,working
2020-04-16,40390.43509114584,2020,2020-04-16,4,16,Thursday,winter,0,working
2020-04-17,42209.31161421621,2020,2020-04-17,4,17,Friday,winter,0,working
2020-04-18,40733.838666903044,2020,2020-04-18,4,18,Saturday,winter,0,non-working
2020-04-19,39640.978864129036,2020,2020-04-19,4,19,Sunday,winter,0,non-working
2020-04-20,41568.205096536076,2020,2020-04-20,4,20,Monday,winter,0,working
2020-04-21,41148.13854952326,2020,2020-04-21,4,21,Tuesday,winter,0,working
2020-04-22,40836.27523651067,2020,2020-04-22,4,22,Wednesday,winter,0,working
2020-04-23,45185.58579570864,2020,2020-04-23,4,23,Thursday,winter,0,working
2020-04-24,48020.07040757921,2020,2020-04-24,4,24,Friday,winter,0,working
2020-04-25,46608.936125799286,2020,2020-04-25,4,25,Saturday,winter,0,non-working
2020-04-26,45308.17073983797,2020,2020-04-26,4,26,Sunday,winter,0,non-working
2020-04-27,45617.9053396314,2020,2020-04-27,4,27,Monday,winter,0,working
2020-04-28,44928.63387953017,2020,2020-04-28,4,28,Tuesday,winter,0,working
2020-04-29,46328.54555817124,2020,2020-04-29,4,29,Wednesday,winter,0,working
2020-04-30,46114.33503309461,2020,2020-04-30,4,30,Thursday,winter,0,working
2020-05-01,44080.94724229601,2020,2020-05-01,5,1,Friday,winter,0,working
2020-05-02,40574.011201451984,2020,2020-05-02,5,2,Saturday,winter,0,non-working
2020-05-03,40003.852709353036,2020,2020-05-03,5,3,Sunday,winter,0,non-working
2020-05-04,44939.43012791106,2020,2020-05-04,5,4,Monday,winter,0,working
2020-05-05,49135.94916273329,2020,2020-05-05,5,5,Tuesday,winter,0,working
2020-05-06,52026.22568169066,2020,2020-05-06,5,6,Wednesday,winter,0,working
2020-05-07,50426.220294594284,2020,2020-05-07,5,7,Thursday,winter,0,working
2020-05-08,47425.388164333766,2020,2020-05-08,5,8,Friday,winter,0,working
2020-05-09,44483.765637862685,2020,2020-05-09,5,9,Saturday,winter,0,non-working
2020-05-10,43643.55996161567,2020,2020-05-10,5,10,Sunday,winter,0,non-working
2020-05-11,44340.88813571197,2020,2020-05-11,5,11,Monday,winter,0,working
2020-05-12,43264.931870630826,2020,2020-05-12,5,12,Tuesday,winter,0,working
2020-05-13,43245.099610029116,2020,2020-05-13,5,13,Wednesday,winter,0,working
2020-05-14,42525.858956549244,2020,2020-05-14,5,14,Thursday,winter,0,working
2020-05-15,43462.270828122215,2020,2020-05-15,5,15,Friday,winter,0,working
2020-05-16,42587.800931786114,2020,2020-05-16,5,16,Saturday,winter,0,non-working
2020-05-17,41213.13780348232,2020,2020-05-17,5,17,Sunday,winter,0,non-working
2020-05-18,45204.16885391751,2020,2020-05-18,5,18,Monday,winter,0,working
2020-05-19,41920.9042034234,2020,2020-05-19,5,19,Tuesday,winter,0,working
2020-05-20,41846.31647435491,2020,2020-05-20,5,20,Wednesday,winter,0,working
2020-05-21,43822.78996514215,2020,2020-05-21,5,21,Thursday,winter,0,working
2020-05-22,43473.302983499896,2020,2020-05-22,5,22,Friday,winter,0,working
2020-05-23,39625.63056845943,2020,2020-05-23,5,23,Saturday,winter,0,non-working
2020-05-24,39241.58334578106,2020,2020-05-24,5,24,Sunday,winter,0,non-working
2020-05-25,43391.15889799087,2020,2020-05-25,5,25,Monday,winter,1,non-working
2020-05-26,49989.442563502664,2020,2020-05-26,5,26,Tuesday,winter,0,working
2020-05-27,50320.24379854133,2020,2020-05-27,5,27,Wednesday,winter,0,working
2020-05-28,48749.44929917686,2020,2020-05-28,5,28,Thursday,winter,0,working
2020-05-29,48541.51597358762,2020,2020-05-29,5,29,Friday,winter,0,working
2020-05-30,42346.77498883412,2020,2020-05-30,5,30,Saturday,winter,0,non-working
2020-05-31,41285.0666377474,2020,2020-05-31,5,31,Sunday,winter,0,non-working
2020-06-01,47925.61334883201,2020,2020-06-01,6,1,Monday,summer,0,working
2020-06-02,49400.912946641714,2020,2020-06-02,6,2,Tuesday,summer,0,working
2020-06-03,52688.677575627175,2020,2020-06-03,6,3,Wednesday,summer,0,working
2020-06-04,50155.17363122494,2020,2020-06-04,6,4,Thursday,summer,0,working
2020-06-05,48738.27876294934,2020,2020-06-05,6,5,Friday,summer,0,working
2020-06-06,44005.21359831779,2020,2020-06-06,6,6,Saturday,summer,0,non-working
2020-06-07,40685.824396245276,2020,2020-06-07,6,7,Sunday,summer,0,non-working
2020-06-08,46924.46996382011,2020,2020-06-08,6,8,Monday,summer,0,working
2020-06-09,54873.83083952444,2020,2020-06-09,6,9,Tuesday,summer,0,working
2020-06-10,58352.46286670318,2020,2020-06-10,6,10,Wednesday,summer,0,working
2020-06-11,54715.32945370713,2020,2020-06-11,6,11,Thursday,summer,0,working
2020-06-12,48595.709516937684,2020,2020-06-12,6,12,Friday,summer,0,working
2020-06-13,44271.2980667386,2020,2020-06-13,6,13,Saturday,summer,0,non-working
2020-06-14,43632.98312771267,2020,2020-06-14,6,14,Sunday,summer,0,non-working
2020-06-15,48842.917733475355,2020,2020-06-15,6,15,Monday,summer,0,working
2020-06-16,49078.14947903315,2020,2020-06-16,6,16,Tuesday,summer,0,working
2020-06-17,49086.53934461805,2020,2020-06-17,6,17,Wednesday,summer,0,working
2020-06-18,47526.373333359734,2020,2020-06-18,6,18,Thursday,summer,0,working
2020-06-19,48754.63679457574,2020,2020-06-19,6,19,Friday,summer,0,working
2020-06-20,47210.506112407296,2020,2020-06-20,6,20,Saturday,summer,0,non-working
2020-06-21,45575.61094230652,2020,2020-06-21,6,21,Sunday,summer,0,non-working
2020-06-22,50637.15442014625,2020,2020-06-22,6,22,Monday,summer,0,working
2020-06-23,52444.41796969944,2020,2020-06-23,6,23,Tuesday,summer,0,working
2020-06-24,51491.36350887088,2020,2020-06-24,6,24,Wednesday,summer,0,working
2020-06-25,50263.87170048111,2020,2020-06-25,6,25,Thursday,summer,0,working
2020-06-26,50177.63445548236,2020,2020-06-26,6,26,Friday,summer,0,working
2020-06-27,47175.83498637288,2020,2020-06-27,6,27,Saturday,summer,0,non-working
2020-06-28,45903.63935409642,2020,2020-06-28,6,28,Sunday,summer,0,non-working
2020-06-29,47941.280742051866,2020,2020-06-29,6,29,Monday,summer,0,working
2020-06-30,47720.72540256174,2020,2020-06-30,6,30,Tuesday,summer,0,working
2020-07-01,49917.10125029333,2020,2020-07-01,7,1,Wednesday,summer,0,working
2020-07-02,49033.24630888384,2020,2020-07-02,7,2,Thursday,summer,0,working
2020-07-03,48619.22493767773,2020,2020-07-03,7,3,Friday,summer,1,non-working
2020-07-04,49387.792808531995,2020,2020-07-04,7,4,Saturday,summer,0,non-working
2020-07-05,52467.47991441515,2020,2020-07-05,7,5,Sunday,summer,0,non-working
2020-07-06,57357.65040154001,2020,2020-07-06,7,6,Monday,summer,0,working
2020-07-07,56737.35883612739,2020,2020-07-07,7,7,Tuesday,summer,0,working
2020-07-08,53245.00012247721,2020,2020-07-08,7,8,Wednesday,summer,0,working
2020-07-09,53104.341021671724,2020,2020-07-09,7,9,Thursday,summer,0,working
2020-07-10,58862.144881320535,2020,2020-07-10,7,10,Friday,summer,0,working
2020-07-11,62215.010459692436,2020,2020-07-11,7,11,Saturday,summer,0,non-working
2020-07-12,61663.01932828514,2020,2020-07-12,7,12,Sunday,summer,0,non-working
2020-07-13,62843.71968098958,2020,2020-07-13,7,13,Monday,summer,0,working
2020-07-14,57406.29821800995,2020,2020-07-14,7,14,Tuesday,summer,0,working
2020-07-15,54657.18001286048,2020,2020-07-15,7,15,Wednesday,summer,0,working
2020-07-16,53932.69380589634,2020,2020-07-16,7,16,Thursday,summer,0,working
2020-07-17,54820.20995659722,2020,2020-07-17,7,17,Friday,summer,0,working
2020-07-18,52254.379191712156,2020,2020-07-18,7,18,Saturday,summer,0,non-working
2020-07-19,50726.30407628196,2020,2020-07-19,7,19,Sunday,summer,0,non-working
2020-07-20,52716.61564860026,2020,2020-07-20,7,20,Monday,summer,0,working
2020-07-21,54042.58791098649,2020,2020-07-21,7,21,Tuesday,summer,0,working
2020-07-22,53352.23534392114,2020,2020-07-22,7,22,Wednesday,summer,0,working
2020-07-23,50929.17476996528,2020,2020-07-23,7,23,Thursday,summer,0,working
2020-07-24,50650.51854427018,2020,2020-07-24,7,24,Friday,summer,0,working
2020-07-25,49519.946276016766,2020,2020-07-25,7,25,Saturday,summer,0,non-working
2020-07-26,49768.91730420213,2020,2020-07-26,7,26,Sunday,summer,0,non-working
2020-07-27,55378.632535955956,2020,2020-07-27,7,27,Monday,summer,0,working
2020-07-28,52845.51026920424,2020,2020-07-28,7,28,Tuesday,summer,0,working
2020-07-29,54274.77105871773,2020,2020-07-29,7,29,Wednesday,summer,0,working
2020-07-30,58253.1622808962,2020,2020-07-30,7,30,Thursday,summer,0,working
2020-07-31,63536.74156208584,2020,2020-07-31,7,31,Friday,summer,0,working
2020-08-01,57388.643156747225,2020,2020-08-01,8,1,Saturday,summer,0,non-working
2020-08-02,53770.970963812935,2020,2020-08-02,8,2,Sunday,summer,0,non-working
2020-08-03,57737.59647908529,2020,2020-08-03,8,3,Monday,summer,0,working
2020-08-04,55201.36399441189,2020,2020-08-04,8,4,Tuesday,summer,0,working
2020-08-05,53329.19528374566,2020,2020-08-05,8,5,Wednesday,summer,0,working
2020-08-06,52130.86001974466,2020,2020-08-06,8,6,Thursday,summer,0,working
2020-08-07,51423.76071415164,2020,2020-08-07,8,7,Friday,summer,0,working
2020-08-08,50021.789785326226,2020,2020-08-08,8,8,Saturday,summer,0,non-working
2020-08-09,49738.189664569254,2020,2020-08-09,8,9,Sunday,summer,0,non-working
2020-08-10,55168.82353458632,2020,2020-08-10,8,10,Monday,summer,0,working
2020-08-11,54924.416713605286,2020,2020-08-11,8,11,Tuesday,summer,0,working
2020-08-12,57806.28696261936,2020,2020-08-12,8,12,Wednesday,summer,0,working
2020-08-13,66238.35292743018,2020,2020-08-13,8,13,Thursday,summer,0,working
2020-08-14,69911.2117952474,2020,2020-08-14,8,14,Friday,summer,0,working
2020-08-15,70568.77185510492,2020,2020-08-15,8,15,Saturday,summer,0,non-working
2020-08-16,66984.1529945204,2020,2020-08-16,8,16,Sunday,summer,0,non-working
2020-08-17,72007.49361735026,2020,2020-08-17,8,17,Monday,summer,0,working
2020-08-18,75550.85405517579,2020,2020-08-18,8,18,Tuesday,summer,0,working
2020-08-19,75110.31156508383,2020,2020-08-19,8,19,Wednesday,summer,0,working
2020-08-20,73781.4370171441,2020,2020-08-20,8,20,Thursday,summer,0,working
2020-08-21,74379.38235251105,2020,2020-08-21,8,21,Friday,summer,0,working
2020-08-22,74293.47885226778,2020,2020-08-22,8,22,Saturday,summer,0,non-working
2020-08-23,73254.64601152208,2020,2020-08-23,8,23,Sunday,summer,0,non-working
2020-08-24,75947.10753598186,2020,2020-08-24,8,24,Monday,summer,0,working
2020-08-25,71339.01197183703,2020,2020-08-25,8,25,Tuesday,summer,0,working
2020-08-26,69251.17480071218,2020,2020-08-26,8,26,Wednesday,summer,0,working
2020-08-27,70099.49265570924,2020,2020-08-27,8,27,Thursday,summer,0,working
2020-08-28,65742.04694335072,2020,2020-08-28,8,28,Friday,summer,0,working
2020-08-29,55756.44784310939,2020,2020-08-29,8,29,Saturday,summer,0,non-working
2020-08-30,52251.50806003879,2020,2020-08-30,8,30,Sunday,summer,0,non-working
2020-08-31,57101.04913330379,2020,2020-08-31,8,31,Monday,summer,0,working
2020-09-01,57793.66080503457,2020,2020-09-01,9,1,Tuesday,summer,0,working
2020-09-02,57611.53303493924,2020,2020-09-02,9,2,Wednesday,summer,0,working
2020-09-03,62093.508668667855,2020,2020-09-03,9,3,Thursday,summer,0,working
2020-09-04,67678.3791085389,2020,2020-09-04,9,4,Friday,summer,0,working
2020-09-05,75882.51534465558,2020,2020-09-05,9,5,Saturday,summer,0,non-working
2020-09-06,80187.13261261181,2020,2020-09-06,9,6,Sunday,summer,0,non-working
2020-09-07,67647.10937282986,2020,2020-09-07,9,7,Monday,summer,1,non-working
2020-09-08,65200.327480217355,2020,2020-09-08,9,8,Tuesday,summer,0,working
2020-09-09,62139.90813375363,2020,2020-09-09,9,9,Wednesday,summer,0,working
2020-09-10,59575.74209474766,2020,2020-09-10,9,10,Thursday,summer,0,working
2020-09-11,58144.32996233876,2020,2020-09-11,9,11,Friday,summer,0,working
2020-09-12,54980.320444335935,2020,2020-09-12,9,12,Saturday,summer,0,non-working
2020-09-13,54225.64464350561,2020,2020-09-13,9,13,Sunday,summer,0,non-working
2020-09-14,60934.067346055774,2020,2020-09-14,9,14,Monday,summer,0,working
2020-09-15,63125.62347588859,2020,2020-09-15,9,15,Tuesday,summer,0,working
2020-09-16,64510.665951574585,2020,2020-09-16,9,16,Wednesday,summer,0,working
2020-09-17,66726.98227998872,2020,2020-09-17,9,17,Thursday,summer,0,working
2020-09-18,69149.84447224934,2020,2020-09-18,9,18,Friday,summer,0,working
2020-09-19,62077.48783209515,2020,2020-09-19,9,19,Saturday,summer,0,non-working
2020-09-20,56753.8322631836,2020,2020-09-20,9,20,Sunday,summer,0,non-working
2020-09-21,59524.74539996918,2020,2020-09-21,9,21,Monday,summer,0,working
2020-09-22,60265.144838217384,2020,2020-09-22,9,22,Tuesday,summer,0,working
2020-09-23,61272.35966796875,2020,2020-09-23,9,23,Wednesday,summer,0,working
2020-09-24,61322.61113730911,2020,2020-09-24,9,24,Thursday,summer,0,working
2020-09-25,58340.7829869584,2020,2020-09-25,9,25,Friday,summer,0,working
